date,state,state_abbr,cases,deaths
2020-03-12,Maine,ME,1,0
2020-03-13,Maine,ME,2,0
2020-03-14,Maine,ME,3,0
2020-03-15,Maine,ME,12,0
2020-03-16,Maine,ME,17,0
2020-03-17,Maine,ME,32,0
2020-03-18,Maine,ME,43,0
2020-03-19,Maine,ME,52,0
2020-03-20,Maine,ME,57,0
2020-03-21,Maine,ME,70,0
2020-03-22,Maine,ME,89,0
2020-03-23,Maine,ME,107,0
2020-03-24,Maine,ME,118,0
2020-03-25,Maine,ME,142,0
2020-03-26,Maine,ME,155,0
2020-03-27,Maine,ME,168,1
2020-03-28,Maine,ME,211,1
2020-03-29,Maine,ME,253,3
2020-03-30,Maine,ME,275,3
2020-03-31,Maine,ME,303,5
2020-04-01,Maine,ME,344,7
2020-04-02,Maine,ME,376,7
2020-04-03,Maine,ME,432,9
2020-04-04,Maine,ME,456,10
2020-04-05,Maine,ME,470,10
2020-04-06,Maine,ME,499,10
2020-04-07,Maine,ME,519,12
2020-04-08,Maine,ME,537,14
2020-04-09,Maine,ME,560,16
2020-04-10,Maine,ME,586,17
2020-04-11,Maine,ME,616,19
2020-04-12,Maine,ME,633,19
2020-04-13,Maine,ME,698,19
2020-04-14,Maine,ME,734,20
2020-04-15,Maine,ME,770,24
2020-04-16,Maine,ME,796,27
2020-04-17,Maine,ME,827,29
2020-04-18,Maine,ME,847,32
2020-04-19,Maine,ME,867,34
2020-04-20,Maine,ME,875,35
2020-04-21,Maine,ME,888,36
2020-04-22,Maine,ME,907,39
2020-04-23,Maine,ME,937,44
2020-04-24,Maine,ME,965,47
2020-04-25,Maine,ME,990,50
2020-04-26,Maine,ME,1015,50
2020-04-27,Maine,ME,1023,51
2020-04-28,Maine,ME,1040,51
2020-04-29,Maine,ME,1056,52
2020-04-30,Maine,ME,1095,53
2020-05-01,Maine,ME,1123,55
2020-05-02,Maine,ME,1152,56
2020-05-03,Maine,ME,1185,57
2020-05-04,Maine,ME,1205,57
2020-05-05,Maine,ME,1226,61
2020-05-06,Maine,ME,1254,62
2020-05-07,Maine,ME,1330,62
2020-05-08,Maine,ME,1374,63
2020-05-09,Maine,ME,1408,64
2020-05-10,Maine,ME,1436,64
2020-05-11,Maine,ME,1462,65
2020-05-12,Maine,ME,1477,65
2020-05-13,Maine,ME,1515,66
2020-05-14,Maine,ME,1565,69
2020-05-15,Maine,ME,1603,69
2020-05-16,Maine,ME,1648,70
2020-05-17,Maine,ME,1687,70
2020-05-18,Maine,ME,1713,71
2020-05-19,Maine,ME,1741,73
2020-05-20,Maine,ME,1819,73
2020-05-21,Maine,ME,1877,73
2020-05-22,Maine,ME,1948,75
2020-05-23,Maine,ME,2013,77
2020-05-24,Maine,ME,2055,78
2020-05-25,Maine,ME,2074,78
2020-05-26,Maine,ME,2109,79
2020-05-27,Maine,ME,2137,81
2020-05-28,Maine,ME,2189,84
2020-05-29,Maine,ME,2226,85
2020-05-30,Maine,ME,2282,89
2020-05-31,Maine,ME,2325,89
2020-06-01,Maine,ME,2349,89
2020-06-02,Maine,ME,2377,94
2020-06-03,Maine,ME,2418,95
2020-06-04,Maine,ME,2446,95
2020-06-05,Maine,ME,2482,98
2020-06-06,Maine,ME,2524,98
2020-06-07,Maine,ME,2570,99
2020-06-08,Maine,ME,2588,99
2020-06-09,Maine,ME,2606,100
2020-06-10,Maine,ME,2637,100
2020-06-11,Maine,ME,2667,100
2020-06-12,Maine,ME,2721,100
2020-06-13,Maine,ME,2757,100
2020-06-14,Maine,ME,2793,100
2020-06-15,Maine,ME,2810,101
2020-06-16,Maine,ME,2819,101
2020-06-17,Maine,ME,2836,102
2020-06-18,Maine,ME,2878,102
2020-06-19,Maine,ME,2913,102
2020-06-20,Maine,ME,2938,102
2020-06-21,Maine,ME,2957,102
2020-06-22,Maine,ME,2971,102
2020-06-23,Maine,ME,2994,102
2020-06-24,Maine,ME,3017,103
2020-06-25,Maine,ME,3070,103
2020-06-26,Maine,ME,3102,103
2020-06-27,Maine,ME,3154,104
2020-06-28,Maine,ME,3191,104
2020-06-29,Maine,ME,3219,105
2020-06-30,Maine,ME,3253,105
2020-07-01,Maine,ME,3294,105
2020-07-02,Maine,ME,3328,105
2020-07-03,Maine,ME,3373,105
2020-01-26,Arizona,AZ,1,0
2020-01-27,Arizona,AZ,1,0
2020-01-28,Arizona,AZ,1,0
2020-01-29,Arizona,AZ,1,0
2020-01-30,Arizona,AZ,1,0
2020-01-31,Arizona,AZ,1,0
2020-02-01,Arizona,AZ,1,0
2020-02-02,Arizona,AZ,1,0
2020-02-03,Arizona,AZ,1,0
2020-02-04,Arizona,AZ,1,0
2020-02-05,Arizona,AZ,1,0
2020-02-06,Arizona,AZ,1,0
2020-02-07,Arizona,AZ,1,0
2020-02-08,Arizona,AZ,1,0
2020-02-09,Arizona,AZ,1,0
2020-02-10,Arizona,AZ,1,0
2020-02-11,Arizona,AZ,1,0
2020-02-12,Arizona,AZ,1,0
2020-02-13,Arizona,AZ,1,0
2020-02-14,Arizona,AZ,1,0
2020-02-15,Arizona,AZ,1,0
2020-02-16,Arizona,AZ,1,0
2020-02-17,Arizona,AZ,1,0
2020-02-18,Arizona,AZ,1,0
2020-02-19,Arizona,AZ,1,0
2020-02-20,Arizona,AZ,1,0
2020-02-21,Arizona,AZ,1,0
2020-02-22,Arizona,AZ,1,0
2020-02-23,Arizona,AZ,1,0
2020-02-24,Arizona,AZ,1,0
2020-02-25,Arizona,AZ,1,0
2020-02-26,Arizona,AZ,1,0
2020-02-27,Arizona,AZ,1,0
2020-02-28,Arizona,AZ,1,0
2020-02-29,Arizona,AZ,1,0
2020-03-01,Arizona,AZ,1,0
2020-03-02,Arizona,AZ,1,0
2020-03-03,Arizona,AZ,2,0
2020-03-04,Arizona,AZ,2,0
2020-03-05,Arizona,AZ,2,0
2020-03-06,Arizona,AZ,3,0
2020-03-07,Arizona,AZ,5,0
2020-03-08,Arizona,AZ,5,0
2020-03-09,Arizona,AZ,6,0
2020-03-10,Arizona,AZ,6,0
2020-03-11,Arizona,AZ,9,0
2020-03-12,Arizona,AZ,9,0
2020-03-13,Arizona,AZ,9,0
2020-03-14,Arizona,AZ,12,0
2020-03-15,Arizona,AZ,13,0
2020-03-16,Arizona,AZ,18,0
2020-03-17,Arizona,AZ,20,0
2020-03-18,Arizona,AZ,28,0
2020-03-19,Arizona,AZ,47,0
2020-03-20,Arizona,AZ,70,1
2020-03-21,Arizona,AZ,104,1
2020-03-22,Arizona,AZ,153,2
2020-03-23,Arizona,AZ,234,2
2020-03-24,Arizona,AZ,326,6
2020-03-25,Arizona,AZ,402,6
2020-03-26,Arizona,AZ,508,8
2020-03-27,Arizona,AZ,665,15
2020-03-28,Arizona,AZ,773,15
2020-03-29,Arizona,AZ,930,18
2020-03-30,Arizona,AZ,1169,20
2020-03-31,Arizona,AZ,1298,24
2020-04-01,Arizona,AZ,1413,29
2020-04-02,Arizona,AZ,1600,35
2020-04-03,Arizona,AZ,1769,41
2020-04-04,Arizona,AZ,2019,53
2020-04-05,Arizona,AZ,2269,64
2020-04-06,Arizona,AZ,2466,67
2020-04-07,Arizona,AZ,2577,77
2020-04-08,Arizona,AZ,2726,80
2020-04-09,Arizona,AZ,3018,89
2020-04-10,Arizona,AZ,3112,97
2020-04-11,Arizona,AZ,3393,112
2020-04-12,Arizona,AZ,3539,117
2020-04-13,Arizona,AZ,3702,122
2020-04-14,Arizona,AZ,3806,131
2020-04-15,Arizona,AZ,3962,142
2020-04-16,Arizona,AZ,4234,152
2020-04-17,Arizona,AZ,4507,174
2020-04-18,Arizona,AZ,4719,181
2020-04-19,Arizona,AZ,4929,188
2020-04-20,Arizona,AZ,5064,191
2020-04-21,Arizona,AZ,5251,213
2020-04-22,Arizona,AZ,5459,236
2020-04-23,Arizona,AZ,5769,257
2020-04-24,Arizona,AZ,6045,268
2020-04-25,Arizona,AZ,6280,275
2020-04-26,Arizona,AZ,6526,277
2020-04-27,Arizona,AZ,6716,277
2020-04-28,Arizona,AZ,6948,297
2020-04-29,Arizona,AZ,7202,308
2020-04-30,Arizona,AZ,7648,320
2020-05-01,Arizona,AZ,7962,330
2020-05-02,Arizona,AZ,8364,353
2020-05-03,Arizona,AZ,8640,362
2020-05-04,Arizona,AZ,8919,362
2020-05-05,Arizona,AZ,9305,395
2020-05-06,Arizona,AZ,9707,426
2020-05-07,Arizona,AZ,9945,450
2020-05-08,Arizona,AZ,10526,517
2020-05-09,Arizona,AZ,10960,532
2020-05-10,Arizona,AZ,11119,536
2020-05-11,Arizona,AZ,11380,542
2020-05-12,Arizona,AZ,11736,562
2020-05-13,Arizona,AZ,12176,594
2020-05-14,Arizona,AZ,12674,624
2020-05-15,Arizona,AZ,13169,651
2020-05-16,Arizona,AZ,13631,679
2020-05-17,Arizona,AZ,13937,680
2020-05-18,Arizona,AZ,14170,686
2020-05-19,Arizona,AZ,14566,704
2020-05-20,Arizona,AZ,14897,747
2020-05-21,Arizona,AZ,15315,763
2020-05-22,Arizona,AZ,15608,775
2020-05-23,Arizona,AZ,16040,799
2020-05-24,Arizona,AZ,16339,800
2020-05-25,Arizona,AZ,16561,806
2020-05-26,Arizona,AZ,16783,807
2020-05-27,Arizona,AZ,17262,831
2020-05-28,Arizona,AZ,17763,857
2020-05-29,Arizona,AZ,18465,885
2020-05-30,Arizona,AZ,19255,903
2020-05-31,Arizona,AZ,19936,906
2020-06-01,Arizona,AZ,20123,918
2020-06-02,Arizona,AZ,21250,943
2020-06-03,Arizona,AZ,22245,983
2020-06-04,Arizona,AZ,22818,1000
2020-06-05,Arizona,AZ,24369,1016
2020-06-06,Arizona,AZ,25517,1046
2020-06-07,Arizona,AZ,26924,1048
2020-06-08,Arizona,AZ,27761,1052
2020-06-09,Arizona,AZ,28396,1074
2020-06-10,Arizona,AZ,29981,1100
2020-06-11,Arizona,AZ,31525,1130
2020-06-12,Arizona,AZ,33167,1157
2020-06-13,Arizona,AZ,34773,1190
2020-06-14,Arizona,AZ,35953,1194
2020-06-15,Arizona,AZ,37005,1204
2020-06-16,Arizona,AZ,39298,1228
2020-06-17,Arizona,AZ,41159,1252
2020-06-18,Arizona,AZ,43731,1287
2020-06-19,Arizona,AZ,46914,1322
2020-06-20,Arizona,AZ,50198,1347
2020-06-21,Arizona,AZ,52666,1350
2020-06-22,Arizona,AZ,54767,1354
2020-06-23,Arizona,AZ,58397,1398
2020-06-24,Arizona,AZ,60207,1467
2020-06-25,Arizona,AZ,63297,1495
2020-06-26,Arizona,AZ,66676,1537
2020-06-27,Arizona,AZ,70152,1581
2020-06-28,Arizona,AZ,73961,1594
2020-06-29,Arizona,AZ,74602,1598
2020-06-30,Arizona,AZ,79399,1645
2020-07-01,Arizona,AZ,84152,1726
2020-07-02,Arizona,AZ,87495,1765
2020-07-03,Arizona,AZ,91894,1801
2020-03-11,Arkansas,AR,1,0
2020-03-12,Arkansas,AR,6,0
2020-03-13,Arkansas,AR,7,0
2020-03-14,Arkansas,AR,9,0
2020-03-15,Arkansas,AR,16,0
2020-03-16,Arkansas,AR,22,0
2020-03-17,Arkansas,AR,22,0
2020-03-18,Arkansas,AR,33,0
2020-03-19,Arkansas,AR,62,0
2020-03-20,Arkansas,AR,100,0
2020-03-21,Arkansas,AR,118,0
2020-03-22,Arkansas,AR,165,0
2020-03-23,Arkansas,AR,201,0
2020-03-24,Arkansas,AR,231,2
2020-03-25,Arkansas,AR,307,2
2020-03-26,Arkansas,AR,350,3
2020-03-27,Arkansas,AR,385,3
2020-03-28,Arkansas,AR,409,5
2020-03-29,Arkansas,AR,449,6
2020-03-30,Arkansas,AR,508,7
2020-03-31,Arkansas,AR,564,8
2020-04-01,Arkansas,AR,624,10
2020-04-02,Arkansas,AR,683,12
2020-04-03,Arkansas,AR,738,12
2020-04-04,Arkansas,AR,743,14
2020-04-05,Arkansas,AR,853,16
2020-04-06,Arkansas,AR,927,16
2020-04-07,Arkansas,AR,997,18
2020-04-08,Arkansas,AR,1077,18
2020-04-09,Arkansas,AR,1146,21
2020-04-10,Arkansas,AR,1202,24
2020-04-11,Arkansas,AR,1228,25
2020-04-12,Arkansas,AR,1280,27
2020-04-13,Arkansas,AR,1475,30
2020-04-14,Arkansas,AR,1498,32
2020-04-15,Arkansas,AR,1599,34
2020-04-16,Arkansas,AR,1620,37
2020-04-17,Arkansas,AR,1695,37
2020-04-18,Arkansas,AR,1777,38
2020-04-19,Arkansas,AR,1781,39
2020-04-20,Arkansas,AR,1971,42
2020-04-21,Arkansas,AR,2262,43
2020-04-22,Arkansas,AR,2392,44
2020-04-23,Arkansas,AR,2599,45
2020-04-24,Arkansas,AR,2810,47
2020-04-25,Arkansas,AR,2909,48
2020-04-26,Arkansas,AR,3001,50
2020-04-27,Arkansas,AR,3069,51
2020-04-28,Arkansas,AR,3127,57
2020-04-29,Arkansas,AR,3207,59
2020-04-30,Arkansas,AR,3281,61
2020-05-01,Arkansas,AR,3310,64
2020-05-02,Arkansas,AR,3372,72
2020-05-03,Arkansas,AR,3431,76
2020-05-04,Arkansas,AR,3469,80
2020-05-05,Arkansas,AR,3525,83
2020-05-06,Arkansas,AR,3611,87
2020-05-07,Arkansas,AR,3694,88
2020-05-08,Arkansas,AR,3747,88
2020-05-09,Arkansas,AR,3747,88
2020-05-10,Arkansas,AR,4012,91
2020-05-11,Arkansas,AR,4043,94
2020-05-12,Arkansas,AR,4164,95
2020-05-13,Arkansas,AR,4236,97
2020-05-14,Arkansas,AR,4366,98
2020-05-15,Arkansas,AR,4463,98
2020-05-16,Arkansas,AR,4578,98
2020-05-17,Arkansas,AR,4759,98
2020-05-18,Arkansas,AR,4813,100
2020-05-19,Arkansas,AR,4923,102
2020-05-20,Arkansas,AR,5003,107
2020-05-21,Arkansas,AR,5458,110
2020-05-22,Arkansas,AR,5612,113
2020-05-23,Arkansas,AR,5775,115
2020-05-24,Arkansas,AR,5922,116
2020-05-25,Arkansas,AR,6029,117
2020-05-26,Arkansas,AR,6180,119
2020-05-27,Arkansas,AR,6277,120
2020-05-28,Arkansas,AR,6538,125
2020-05-29,Arkansas,AR,6777,132
2020-05-30,Arkansas,AR,7013,133
2020-05-31,Arkansas,AR,7253,133
2020-06-01,Arkansas,AR,7443,133
2020-06-02,Arkansas,AR,7818,136
2020-06-03,Arkansas,AR,8067,142
2020-06-04,Arkansas,AR,8425,151
2020-06-05,Arkansas,AR,8651,152
2020-06-06,Arkansas,AR,9101,154
2020-06-07,Arkansas,AR,9426,154
2020-06-08,Arkansas,AR,9740,155
2020-06-09,Arkansas,AR,10080,161
2020-06-10,Arkansas,AR,10368,165
2020-06-11,Arkansas,AR,10816,171
2020-06-12,Arkansas,AR,11547,176
2020-06-13,Arkansas,AR,12095,177
2020-06-14,Arkansas,AR,12501,179
2020-06-15,Arkansas,AR,12917,182
2020-06-16,Arkansas,AR,13191,188
2020-06-17,Arkansas,AR,13606,197
2020-06-18,Arkansas,AR,13928,208
2020-06-19,Arkansas,AR,14631,214
2020-06-20,Arkansas,AR,15142,224
2020-06-21,Arkansas,AR,15561,225
2020-06-22,Arkansas,AR,16083,227
2020-06-23,Arkansas,AR,16678,237
2020-06-24,Arkansas,AR,17375,240
2020-06-25,Arkansas,AR,18062,240
2020-06-26,Arkansas,AR,18740,249
2020-06-27,Arkansas,AR,19310,259
2020-06-28,Arkansas,AR,19818,264
2020-06-29,Arkansas,AR,20257,265
2020-06-30,Arkansas,AR,20777,270
2020-07-01,Arkansas,AR,21197,277
2020-07-02,Arkansas,AR,22075,279
2020-07-03,Arkansas,AR,22622,281
2020-03-11,Delaware,DE,1,0
2020-03-12,Delaware,DE,4,0
2020-03-13,Delaware,DE,4,0
2020-03-14,Delaware,DE,4,0
2020-03-15,Delaware,DE,7,0
2020-03-16,Delaware,DE,8,0
2020-03-17,Delaware,DE,16,0
2020-03-18,Delaware,DE,26,0
2020-03-19,Delaware,DE,30,0
2020-03-20,Delaware,DE,39,0
2020-03-21,Delaware,DE,45,0
2020-03-22,Delaware,DE,56,0
2020-03-23,Delaware,DE,87,0
2020-03-24,Delaware,DE,104,0
2020-03-25,Delaware,DE,119,0
2020-03-26,Delaware,DE,143,1
2020-03-27,Delaware,DE,165,2
2020-03-28,Delaware,DE,214,5
2020-03-29,Delaware,DE,232,6
2020-03-30,Delaware,DE,264,7
2020-03-31,Delaware,DE,319,10
2020-04-01,Delaware,DE,368,11
2020-04-02,Delaware,DE,393,12
2020-04-03,Delaware,DE,450,14
2020-04-04,Delaware,DE,593,14
2020-04-05,Delaware,DE,673,14
2020-04-06,Delaware,DE,783,15
2020-04-07,Delaware,DE,928,16
2020-04-08,Delaware,DE,1116,19
2020-04-09,Delaware,DE,1209,23
2020-04-10,Delaware,DE,1326,32
2020-04-11,Delaware,DE,1479,33
2020-04-12,Delaware,DE,1625,35
2020-04-13,Delaware,DE,1761,41
2020-04-14,Delaware,DE,1926,43
2020-04-15,Delaware,DE,2014,46
2020-04-16,Delaware,DE,2075,52
2020-04-17,Delaware,DE,2323,61
2020-04-18,Delaware,DE,2538,67
2020-04-19,Delaware,DE,2538,67
2020-04-20,Delaware,DE,2745,72
2020-04-21,Delaware,DE,2931,82
2020-04-22,Delaware,DE,3200,89
2020-04-23,Delaware,DE,3308,92
2020-04-24,Delaware,DE,3442,100
2020-04-25,Delaware,DE,3576,112
2020-04-26,Delaware,DE,4034,120
2020-04-27,Delaware,DE,4162,125
2020-04-28,Delaware,DE,4575,137
2020-04-29,Delaware,DE,4655,144
2020-04-30,Delaware,DE,4734,152
2020-05-01,Delaware,DE,4918,159
2020-05-02,Delaware,DE,5038,168
2020-05-03,Delaware,DE,5208,177
2020-05-04,Delaware,DE,5288,182
2020-05-05,Delaware,DE,5371,187
2020-05-06,Delaware,DE,5778,193
2020-05-07,Delaware,DE,5939,202
2020-05-08,Delaware,DE,6083,213
2020-05-09,Delaware,DE,6277,221
2020-05-10,Delaware,DE,6447,224
2020-05-11,Delaware,DE,6565,225
2020-05-12,Delaware,DE,6741,237
2020-05-13,Delaware,DE,6952,247
2020-05-14,Delaware,DE,7223,260
2020-05-15,Delaware,DE,7373,271
2020-05-16,Delaware,DE,7547,286
2020-05-17,Delaware,DE,7670,290
2020-05-18,Delaware,DE,7869,297
2020-05-19,Delaware,DE,8037,304
2020-05-20,Delaware,DE,8194,310
2020-05-21,Delaware,DE,8386,317
2020-05-22,Delaware,DE,8529,322
2020-05-23,Delaware,DE,8690,324
2020-05-24,Delaware,DE,8809,326
2020-05-25,Delaware,DE,8965,332
2020-05-26,Delaware,DE,9066,335
2020-05-27,Delaware,DE,9096,344
2020-05-28,Delaware,DE,9171,345
2020-05-29,Delaware,DE,9236,356
2020-05-30,Delaware,DE,9422,361
2020-05-31,Delaware,DE,9498,366
2020-06-01,Delaware,DE,9605,368
2020-06-02,Delaware,DE,9685,373
2020-06-03,Delaware,DE,9712,375
2020-06-04,Delaware,DE,9746,386
2020-06-05,Delaware,DE,9773,388
2020-06-06,Delaware,DE,9845,390
2020-06-07,Delaware,DE,9942,398
2020-06-08,Delaware,DE,9972,398
2020-06-09,Delaware,DE,10020,410
2020-06-10,Delaware,DE,10056,413
2020-06-11,Delaware,DE,10106,414
2020-06-12,Delaware,DE,10173,414
2020-06-13,Delaware,DE,10229,419
2020-06-14,Delaware,DE,10264,422
2020-06-15,Delaware,DE,10340,423
2020-06-16,Delaware,DE,10403,424
2020-06-17,Delaware,DE,10444,426
2020-06-18,Delaware,DE,10499,431
2020-06-19,Delaware,DE,10611,433
2020-06-20,Delaware,DE,10681,434
2020-06-21,Delaware,DE,10775,435
2020-06-22,Delaware,DE,10820,435
2020-06-23,Delaware,DE,10847,504
2020-06-24,Delaware,DE,10889,505
2020-06-25,Delaware,DE,10980,507
2020-06-26,Delaware,DE,11017,507
2020-06-27,Delaware,DE,11091,507
2020-06-28,Delaware,DE,11226,507
2020-06-29,Delaware,DE,11376,507
2020-06-30,Delaware,DE,11474,509
2020-07-01,Delaware,DE,11510,509
2020-07-02,Delaware,DE,11731,510
2020-07-03,Delaware,DE,11923,512
2020-03-02,Georgia,GA,2,0
2020-03-03,Georgia,GA,2,0
2020-03-04,Georgia,GA,2,0
2020-03-05,Georgia,GA,2,0
2020-03-06,Georgia,GA,3,0
2020-03-07,Georgia,GA,7,0
2020-03-08,Georgia,GA,11,0
2020-03-09,Georgia,GA,17,0
2020-03-10,Georgia,GA,22,0
2020-03-11,Georgia,GA,31,0
2020-03-12,Georgia,GA,31,1
2020-03-13,Georgia,GA,41,1
2020-03-14,Georgia,GA,65,1
2020-03-15,Georgia,GA,97,1
2020-03-16,Georgia,GA,118,1
2020-03-17,Georgia,GA,142,1
2020-03-18,Georgia,GA,193,3
2020-03-19,Georgia,GA,282,10
2020-03-20,Georgia,GA,482,14
2020-03-21,Georgia,GA,552,20
2020-03-22,Georgia,GA,620,25
2020-03-23,Georgia,GA,800,25
2020-03-24,Georgia,GA,1095,38
2020-03-25,Georgia,GA,1385,47
2020-03-26,Georgia,GA,1641,56
2020-03-27,Georgia,GA,2198,64
2020-03-28,Georgia,GA,2447,79
2020-03-29,Georgia,GA,2683,83
2020-03-30,Georgia,GA,3032,103
2020-03-31,Georgia,GA,4116,126
2020-04-01,Georgia,GA,4747,154
2020-04-02,Georgia,GA,5444,176
2020-04-03,Georgia,GA,5967,198
2020-04-04,Georgia,GA,6383,208
2020-04-05,Georgia,GA,6742,219
2020-04-06,Georgia,GA,7558,294
2020-04-07,Georgia,GA,9156,348
2020-04-08,Georgia,GA,10204,370
2020-04-09,Georgia,GA,10885,412
2020-04-10,Georgia,GA,11859,425
2020-04-11,Georgia,GA,12261,432
2020-04-12,Georgia,GA,12103,438
2020-04-13,Georgia,GA,13125,479
2020-04-14,Georgia,GA,13913,517
2020-04-15,Georgia,GA,14583,569
2020-04-16,Georgia,GA,15644,611
2020-04-17,Georgia,GA,16658,661
2020-04-18,Georgia,GA,17014,670
2020-04-19,Georgia,GA,17619,682
2020-04-20,Georgia,GA,18447,767
2020-04-21,Georgia,GA,19189,810
2020-04-22,Georgia,GA,20099,837
2020-04-23,Georgia,GA,20905,871
2020-04-24,Georgia,GA,21575,889
2020-04-25,Georgia,GA,22225,897
2020-04-26,Georgia,GA,22459,907
2020-04-27,Georgia,GA,23229,981
2020-04-28,Georgia,GA,23607,1022
2020-04-29,Georgia,GA,24300,1086
2020-04-30,Georgia,GA,25431,1121
2020-05-01,Georgia,GA,26436,1153
2020-05-02,Georgia,GA,27268,1161
2020-05-03,Georgia,GA,27618,1168
2020-05-04,Georgia,GA,28350,1228
2020-05-05,Georgia,GA,28876,1277
2020-05-06,Georgia,GA,29724,1309
2020-05-07,Georgia,GA,30524,1332
2020-05-08,Georgia,GA,31089,1378
2020-05-09,Georgia,GA,31481,1380
2020-05-10,Georgia,GA,32267,1383
2020-05-11,Georgia,GA,32448,1420
2020-05-12,Georgia,GA,33311,1470
2020-05-13,Georgia,GA,33866,1494
2020-05-14,Georgia,GA,34422,1521
2020-05-15,Georgia,GA,35242,1563
2020-05-16,Georgia,GA,35655,1573
2020-05-17,Georgia,GA,35954,1584
2020-05-18,Georgia,GA,36634,1624
2020-05-19,Georgia,GA,37214,1650
2020-05-20,Georgia,GA,38162,1672
2020-05-21,Georgia,GA,38969,1749
2020-05-22,Georgia,GA,39734,1779
2020-05-23,Georgia,GA,40408,1794
2020-05-24,Georgia,GA,40989,1799
2020-05-25,Georgia,GA,41414,1820
2020-05-26,Georgia,GA,42066,1867
2020-05-27,Georgia,GA,42713,1904
2020-05-28,Georgia,GA,43363,1942
2020-05-29,Georgia,GA,43888,1953
2020-05-30,Georgia,GA,44336,1973
2020-05-31,Georgia,GA,45051,2019
2020-06-01,Georgia,GA,45757,2057
2020-06-02,Georgia,GA,46063,2070
2020-06-03,Georgia,GA,46711,2092
2020-06-04,Georgia,GA,47528,2116
2020-06-05,Georgia,GA,48280,2143
2020-06-06,Georgia,GA,48943,2147
2020-06-07,Georgia,GA,49371,2148
2020-06-08,Georgia,GA,49995,2176
2020-06-09,Georgia,GA,50769,2250
2020-06-10,Georgia,GA,51465,2292
2020-06-11,Georgia,GA,52332,2337
2020-06-12,Georgia,GA,53201,2384
2020-06-13,Georgia,GA,54178,2411
2020-06-14,Georgia,GA,54874,2416
2020-06-15,Georgia,GA,55505,2457
2020-06-16,Georgia,GA,56302,2492
2020-06-17,Georgia,GA,57217,2536
2020-06-18,Georgia,GA,58040,2565
2020-06-19,Georgia,GA,59117,2596
2020-06-20,Georgia,GA,60669,2602
2020-06-21,Georgia,GA,61493,2603
2020-06-22,Georgia,GA,62705,2607
2020-06-23,Georgia,GA,64577,2646
2020-06-24,Georgia,GA,66290,2658
2020-06-25,Georgia,GA,67796,2704
2020-06-26,Georgia,GA,69542,2727
2020-06-27,Georgia,GA,71066,2733
2020-06-28,Georgia,GA,72800,2735
2020-06-29,Georgia,GA,74816,2739
2020-06-30,Georgia,GA,77280,2758
2020-07-01,Georgia,GA,79589,2779
2020-07-02,Georgia,GA,82475,2801
2020-07-03,Georgia,GA,85079,2808
2020-03-06,Minnesota,MN,1,0
2020-03-07,Minnesota,MN,1,0
2020-03-08,Minnesota,MN,2,0
2020-03-09,Minnesota,MN,2,0
2020-03-10,Minnesota,MN,3,0
2020-03-11,Minnesota,MN,5,0
2020-03-12,Minnesota,MN,9,0
2020-03-13,Minnesota,MN,14,0
2020-03-14,Minnesota,MN,21,0
2020-03-15,Minnesota,MN,35,0
2020-03-16,Minnesota,MN,54,0
2020-03-17,Minnesota,MN,60,0
2020-03-18,Minnesota,MN,77,0
2020-03-19,Minnesota,MN,89,0
2020-03-20,Minnesota,MN,115,0
2020-03-21,Minnesota,MN,138,1
2020-03-22,Minnesota,MN,171,1
2020-03-23,Minnesota,MN,235,1
2020-03-24,Minnesota,MN,264,1
2020-03-25,Minnesota,MN,289,1
2020-03-26,Minnesota,MN,346,2
2020-03-27,Minnesota,MN,398,4
2020-03-28,Minnesota,MN,442,5
2020-03-29,Minnesota,MN,504,9
2020-03-30,Minnesota,MN,576,10
2020-03-31,Minnesota,MN,629,12
2020-04-01,Minnesota,MN,689,17
2020-04-02,Minnesota,MN,742,18
2020-04-03,Minnesota,MN,789,22
2020-04-04,Minnesota,MN,865,24
2020-04-05,Minnesota,MN,935,29
2020-04-06,Minnesota,MN,986,30
2020-04-07,Minnesota,MN,1069,34
2020-04-08,Minnesota,MN,1154,39
2020-04-09,Minnesota,MN,1242,50
2020-04-10,Minnesota,MN,1335,57
2020-04-11,Minnesota,MN,1427,64
2020-04-12,Minnesota,MN,1621,70
2020-04-13,Minnesota,MN,1650,70
2020-04-14,Minnesota,MN,1695,79
2020-04-15,Minnesota,MN,1809,87
2020-04-16,Minnesota,MN,1912,94
2020-04-17,Minnesota,MN,2071,111
2020-04-18,Minnesota,MN,2213,121
2020-04-19,Minnesota,MN,2356,134
2020-04-20,Minnesota,MN,2470,143
2020-04-21,Minnesota,MN,2567,160
2020-04-22,Minnesota,MN,2721,179
2020-04-23,Minnesota,MN,2942,200
2020-04-24,Minnesota,MN,3185,221
2020-04-25,Minnesota,MN,3446,244
2020-04-26,Minnesota,MN,3602,272
2020-04-27,Minnesota,MN,3816,286
2020-04-28,Minnesota,MN,4181,301
2020-04-29,Minnesota,MN,4644,319
2020-04-30,Minnesota,MN,5136,343
2020-05-01,Minnesota,MN,5730,371
2020-05-02,Minnesota,MN,6228,395
2020-05-03,Minnesota,MN,6663,419
2020-05-04,Minnesota,MN,7234,428
2020-05-05,Minnesota,MN,7851,455
2020-05-06,Minnesota,MN,8579,485
2020-05-07,Minnesota,MN,9364,508
2020-05-08,Minnesota,MN,10087,534
2020-05-09,Minnesota,MN,10789,558
