geometry,city,state,state_abbr,county,population
"c(-85.2596338, 31.5642155)",Abbeville,Alabama,AL,Henry,2688
"c(-86.9746501, 33.6057505)",Adamsville,Alabama,AL,Jefferson,4522
"c(-86.8230801, 33.214355)",Alabaster,Alabama,AL,Shelby,30352
"c(-86.21066, 34.2631303)",Albertville,Alabama,AL,Marshall,21160
"c(-85.937122, 32.9272402)",Alexander City,Alabama,AL,Tallapoosa,14875
"c(-86.4780311, 31.3094363)",Andalusia,Alabama,AL,Covington,9015
"c(-85.8109178, 33.6734405)",Anniston,Alabama,AL,Calhoun,23106
"c(-86.5007711, 34.330328)",Arab,Alabama,AL,Marshall,8050
"c(-86.5054364, 33.6911323)",Argo,Alabama,AL,NA,4071
"c(-86.9495335, 34.7783337)",Athens,Alabama,AL,Limestone,21897
"c(-87.4592538, 31.1310868)",Atmore,Alabama,AL,Escambia,10194
"c(-86.1210365, 33.9861893)",Attala,Alabama,AL,Etowah,6048
"c(-85.4895446, 32.607722)",Auburn,Alabama,AL,Lee,53380
"c(-87.7780197, 30.8825977)",Bay Minette,Alabama,AL,Baldwin,8044
"c(-88.2632709, 30.407586)",Bayou La Batre,Alabama,AL,NA,2558
"c(-86.9715039, 33.3708243)",Bessemer,Alabama,AL,Jefferson,27456
"c(-86.799047, 33.5274441)",Birmingham,Alabama,AL,Jefferson,212237
"c(-86.1551515, 34.1990204)",Boaz,Alabama,AL,Marshall,9551
"c(-87.1720877, 32.9448933)",Brent,Alabama,AL,Bibb,4947
"c(-87.0765833, 31.1091749)",Brewton,Alabama,AL,Escambia,5408
"c(-86.9453886, 33.4392273)",Brighton,Alabama,AL,Jefferson,2945
"c(-86.744636, 33.1209466)",Calera,Alabama,AL,Shelby,11620
"c(-86.6845668, 33.6439031)",Center Point,Alabama,AL,NA,16921
"c(-85.6688419, 34.1553626)",Centre,Alabama,AL,Cherokee,3489
"c(-87.1323047, 32.9587983)",Centreville,Alabama,AL,NA,2778
"c(-86.6366764, 33.3259992)",Chelsea,Alabama,AL,Shelby,10183
"c(-88.0796971, 30.7714495)",Chickasaw,Alabama,AL,Mobile,6106
"c(-86.3421877, 33.2926851)",Childersburg,Alabama,AL,Talladega,5175
"c(-88.2496777, 31.0972292)",Citronelle,Alabama,AL,Mobile,3905
"c(-86.6230083, 32.841704)",Clanton,Alabama,AL,Chilton,8619
"c(-86.607679, 33.6976338)",Clay,Alabama,AL,NA,9708
"c(-85.4605406, 31.8824145)",Clayton,Alabama,AL,NA,3008
"c(-86.6046951, 33.1968866)",Columbiana,Alabama,AL,Shelby,4197
"c(-86.8407932, 34.1793372)",Cullman,Alabama,AL,Cullman,14775
"c(-85.7762009, 32.8261139)",Dadeville,Alabama,AL,Tallapoosa,3230
"c(-85.7114176, 31.2913969)",Daleville,Alabama,AL,Dale,5295
"c(-87.8959794, 30.6255448)",Daphne,Alabama,AL,Baldwin,21570
"c(-86.991684, 34.5730388)",Decatur,Alabama,AL,Morgan,55683
"c(-87.8250062, 32.4994348)",Demopolis,Alabama,AL,Marengo,7483
"c(-85.4068225, 31.2336983)",Dothan,Alabama,AL,Henry,65496
"c(-86.0771887, 31.4173133)",Elba,Alabama,AL,Coffee,3940
"c(-85.8443228, 31.328476)",Enterprise,Alabama,AL,Coffee,26562
"c(-85.1525559, 31.9100408)",Eufaula,Alabama,AL,Barbour,13137
"c(-87.9003315, 32.8462465)",Eutaw,Alabama,AL,NA,2934
"c(-86.959904, 31.442997)",Evergreen,Alabama,AL,Conecuh,3944
"c(-86.9193392, 33.4747151)",Fairfield,Alabama,AL,Jefferson,11117
"c(-87.8823358, 30.5219137)",Fairhope,Alabama,AL,Baldwin,15326
"c(-87.831169, 33.6942153)",Fayette,Alabama,AL,Fayette,4619
"c(-87.6660964, 34.8303491)",Florence,Alabama,AL,Lauderdale,39319
"c(-87.66846, 30.3970682)",Foley,Alabama,AL,Baldwin,14618
"c(-85.6953087, 34.4549928)",Fort Payne,Alabama,AL,Dekalb,14012
"c(-86.8015941, 33.6176485)",Fultondale,Alabama,AL,Jefferson,8380
"c(-86.0156426, 34.0095631)",Gadsden,Alabama,AL,Etowah,36856
"c(-86.8098439, 33.6765865)",Gardendale,Alabama,AL,Jefferson,13893
"c(-85.876818, 31.0448857)",Geneva,Alabama,AL,Geneva,4452
"c(-85.9343128, 33.9393885)",Glencoe,Alabama,AL,Etowah,5160
"c(-86.636928, 31.8430743)",Greenville,Alabama,AL,Butler,8135
"c(-87.7018547, 30.2734313)",Gulf Shores,Alabama,AL,Baldwin,9741
"c(-86.2523225, 34.3688485)",Guntersville,Alabama,AL,Marshall,8197
"c(-87.6175738, 34.2338324)",Haleyville,Alabama,AL,Winston,4173
"c(-87.9708373, 34.1387101)",Hamilton,Alabama,AL,Marion,6885
"c(-86.7644356, 34.0640098)",Hanceville,Alabama,AL,Cullman,2982
"c(-85.6912249, 31.1053477)",Hartford,Alabama,AL,NA,2624
"c(-86.9402899, 34.4403783)",Hartselle,Alabama,AL,Morgan,14255
"c(-85.3570308, 31.354974)",Headland,Alabama,AL,Henry,4510
"c(-85.5693387, 33.6473999)",Heflin,Alabama,AL,Cleburne,3480
"c(-86.8744876, 33.2856347)",Helena,Alabama,AL,Shelby,16793
"c(-85.8628729, 33.9896823)",Hokes Bluff,Alabama,AL,Etowah,4286
"c(-86.809414, 33.4590238)",Homewood,Alabama,AL,Jefferson,25167
"c(-86.8055789, 33.3769487)",Hoover,Alabama,AL,Jefferson,81619
"c(-87.0142511, 33.4215666)",Hueytown,Alabama,AL,Jefferson,16105
"c(-86.5389964, 34.7842707)",Huntsville,Alabama,AL,Madison,180105
"c(-86.6616771, 33.5399947)",Irondale,Alabama,AL,Jefferson,12349
"c(-87.8911826, 31.5323206)",Jackson,Alabama,AL,Clarke,5228
"c(-85.7582878, 33.8062138)",Jacksonville,Alabama,AL,Calhoun,12548
"c(-87.2707404, 33.8549506)",Jasper,Alabama,AL,Walker,14352
"c(-86.7330701, 32.9707054)",Jemison,Alabama,AL,NA,2585
"c(-86.7970668, 33.7758532)",Kimberly,Alabama,AL,NA,2711
"c(-85.4007947, 32.8994267)",La Fayette,Alabama,AL,Chambers,3003
"c(-85.2077389, 32.8578713)",Lanett,Alabama,AL,Chambers,6468
"c(-86.5620585, 33.5413334)",Leeds,Alabama,AL,Multiple,11773
"c(-86.0706365, 33.6221756)",Lincoln,Alabama,AL,Talladega,6266
"c(-88.1869293, 32.5955487)",Livingston,Alabama,AL,Sumter,3485
"c(-86.2690815, 31.7189412)",Luverne,Alabama,AL,Crenshaw,2800
"c(-86.7622802, 34.7105329)",Madison,Alabama,AL,Madison,42938
"c(-86.4690455, 33.671377)",Margaret,Alabama,AL,NA,4428
"c(-87.3173332, 32.6319677)",Marion,Alabama,AL,Perry,3686
"c(-86.9226332, 33.4551968)",Midfield,Alabama,AL,Jefferson,5365
"c(-86.3744557, 32.5020542)",Millbrook,Alabama,AL,Elmore,14640
"c(-88.1002261, 30.668426)",Mobile,Alabama,AL,Mobile,195111
"c(-87.3277136, 31.5162233)",Monroeville,Alabama,AL,Monroe,6519
"c(-86.8469236, 33.1258685)",Montevallo,Alabama,AL,Shelby,6323
"c(-86.2685927, 32.3462512)",Montgomery,Alabama,AL,Montgomery,205764
"c(-86.4937953, 33.6034167)",Moody,Alabama,AL,Saint Clair,11726
"c(-87.2827066, 34.4883021)",Moulton,Alabama,AL,Lawrence,3471
"c(-86.7344699, 33.4914885)",Mountain Brook,Alabama,AL,Jefferson,20413
"c(-87.6337673, 34.742657)",Muscle Shoals,Alabama,AL,Colbert,13146
"c(-86.4123718, 34.5379724)",New Hope,Alabama,AL,Madison,2810
"c(-87.596404, 33.257693)",Northport,Alabama,AL,Tuscaloosa,23330
"c(-86.4233712, 33.7008754)",Odenville,Alabama,AL,NA,3585
"c(-86.4905173, 33.9467738)",Oneonta,Alabama,AL,Blount,6567
"c(-85.3788898, 32.6607385)",Opelika,Alabama,AL,Lee,26477
"c(-86.2574417, 31.2843753)",Opp,Alabama,AL,Covington,6659
"c(-87.5866808, 30.2938325)",Orange Beach,Alabama,AL,Baldwin,5441
"c(-85.8711709, 33.5976014)",Oxford,Alabama,AL,Calhoun,21348
"c(-85.6450347, 31.4516146)",Ozark,Alabama,AL,Dale,14907
"c(-86.7421768, 33.3218992)",Pelham,Alabama,AL,Shelby,21352
"c(-86.2687565, 33.5607811)",Pell City,Alabama,AL,Saint Clair,12695
"c(-85.0250208, 32.4616695)",Phenix City,Alabama,AL,Multiple,32822
"c(-85.6154423, 33.9260352)",Piedmont,Alabama,AL,Calhoun,4878
"c(-86.0330069, 32.3118869)",Pike Road,Alabama,AL,NA,5406
"c(-86.669741, 33.7032913)",Pinson,Alabama,AL,NA,7163
"c(-86.9782171, 33.4936067)",Pleasant Grove,Alabama,AL,Jefferson,10110
"c(-86.4612644, 32.4622348)",Prattville,Alabama,AL,Autauga,33960
"c(-86.881676, 34.5244834)",Priceville,Alabama,AL,NA,2658
"c(-88.1307206, 30.7730948)",Prichard,Alabama,AL,Mobile,22659
"c(-86.0842281, 33.9287768)",Rainbow City,Alabama,AL,Etowah,9602
"c(-85.8365484, 34.4944423)",Rainsville,Alabama,AL,Dekalb,4948
"c(-88.1364545, 34.436419)",Red Bay,Alabama,AL,Franklin,3158
"c(-85.3695264, 33.1453048)",Roanoke,Alabama,AL,Randolph,6074
"c(-87.7047098, 30.5571385)",Robertsdale,Alabama,AL,Baldwin,5276
"c(-87.7281916, 34.5057374)",Russellville,Alabama,AL,Franklin,9830
"c(-88.0941173, 30.8315847)",Saraland,Alabama,AL,Mobile,13405
"c(-88.0633829, 30.8578741)",Satsuma,Alabama,AL,Mobile,6168
"c(-86.0482045, 34.644641)",Scottsboro,Alabama,AL,Jackson,14770
"c(-87.0347102, 32.4169854)",Selma,Alabama,AL,Dallas,20756
"c(-87.7012648, 34.7554939)",Sheffield,Alabama,AL,Colbert,9039
"c(-85.1105768, 32.5351984)",Smiths Station,Alabama,AL,NA,4926
"c(-86.0180201, 33.8908407)",Southside,Alabama,AL,Etowah,8412
"c(-87.8677468, 30.7219465)",Spanish Fort,Alabama,AL,Baldwin,6798
"c(-86.4888166, 33.7447204)",Springville,Alabama,AL,Saint Clair,4080
"c(-87.0470938, 33.7495742)",Sumiton,Alabama,AL,Walker,2520
"c(-86.2601047, 33.1775853)",Sylacauga,Alabama,AL,Talladega,12749
"c(-86.0982505, 33.4305391)",Talladega,Alabama,AL,Talladega,15676
"c(-85.8921079, 32.5351316)",Tallassee,Alabama,AL,Elmore,4819
"c(-86.7662525, 33.5952673)",Tarrant City,Alabama,AL,Jefferson,6397
"c(-87.7418483, 31.9110846)",Thomasville,Alabama,AL,Clarke,4209
"c(-85.9649125, 31.802066)",Troy,Alabama,AL,Pike,18033
"c(-86.580135, 33.6407396)",Trussville,Alabama,AL,Jefferson,19933
"c(-87.5257979, 33.2330833)",Tuscaloosa,Alabama,AL,Tuscaloosa,90468
"c(-87.7026028, 34.7186863)",Tuscumbia,Alabama,AL,Colbert,8423
"c(-85.673314, 32.4182088)",Tuskegee,Alabama,AL,Macon,9865
"c(-85.714625, 32.1398919)",Union Springs,Alabama,AL,Bullock,3980
"c(-85.1770559, 32.8084876)",Valley,Alabama,AL,Chambers,9524
"c(-87.0327731, 32.4868717)",Valley Grande,Alabama,AL,NA,4020
"c(-86.7395079, 33.4624959)",Vestavia Hills,Alabama,AL,Jefferson,34033
"c(-86.8152729, 33.8152137)",Warrior,Alabama,AL,Jefferson,3176
"c(-85.8130777, 33.76258)",Weaver,Alabama,AL,Calhoun,3038
"c(-86.2048573, 32.5391382)",Wetumpka,Alabama,AL,Elmore,6528
"c(-87.791874, 33.9315607)",Winfield,Alabama,AL,Marion,4717
"c(-88.2914009, 32.5006092)",York,Alabama,AL,Sumter,2538
"c(-92.4515556, 34.6182632)",Alexander,Arkansas,AR,NA,2901
"c(-94.2323254, 35.4786688)",Alma,Arkansas,AR,Crawford,5419
"c(-93.0726071, 34.1240855)",Arkadelphia,Arkansas,AR,Clark,10714
"c(-94.126029, 33.6745154)",Ashdown,Arkansas,AR,Little River,4723
"c(-92.9497866, 35.2408493)",Atkins,Arkansas,AR,Pope,3016
"c(-91.571269, 35.3115777)",Bald Knob,Arkansas,AR,White,2897
"c(-94.2835706, 35.3285577)",Barling,Arkansas,AR,Sebastian,4649
"c(-91.6276734, 35.7655824)",Batesville,Arkansas,AR,Independence,10248
"c(-91.9010587, 35.0724334)",Beebe,Arkansas,AR,White,7315
"c(-94.2687418, 36.4691418)",Bella Vista,Arkansas,AR,NA,26461
"c(-92.5725829, 34.5774242)",Benton,Arkansas,AR,Saline,30681
"c(-94.2291321, 36.3587973)",Bentonville,Arkansas,AR,Benton,35301
"c(-93.5704727, 36.371374)",Berryville,Arkansas,AR,Carroll,5356
"c(-89.9050037, 35.9326041)",Blytheville,Arkansas,AR,Mississippi,15620
"c(-93.9186537, 35.1397469)",Booneville,Arkansas,AR,Logan,3990
"c(-91.1895665, 34.8900705)",Brinkley,Arkansas,AR,Monroe,3188
"c(-92.4894215, 34.617234)",Bryant,Arkansas,AR,Saline,16688
"c(-92.0262142, 34.978711)",Cabot,Arkansas,AR,Lonoke,23776
"c(-92.8490636, 33.5676723)",Camden,Arkansas,AR,Ouachita,12183
"c(-94.2960197, 36.3570233)",Centerton,Arkansas,AR,NA,9515
"c(-91.5709385, 36.2921429)",Cherokee Village,Arkansas,AR,NA,4671
"c(-93.4815577, 35.4539181)",Clarksville,Arkansas,AR,Johnson,9178
"c(-92.4557436, 35.5785807)",Clinton,Arkansas,AR,NA,2602
"c(-92.4670724, 35.0743229)",Conway,Arkansas,AR,Faulkner,58908
"c(-90.5859307, 36.4108026)",Corning,Arkansas,AR,Clay,3377
"c(-91.9634937, 33.1288533)",Crossett,Arkansas,AR,Ashley,5507
"c(-93.1659092, 35.2263046)",Dardanelle,Arkansas,AR,Yell,4745
"c(-94.3421327, 34.0422445)",De Queen,Arkansas,AR,Sevier,6594
"c(-91.3383081, 34.2873568)",DeWitt,Arkansas,AR,Arkansas,3292
"c(-91.4863372, 33.8847903)",Dumas,Arkansas,AR,Desha,4706
"c(-92.6642019, 33.2177424)",El Dorado,Arkansas,AR,Union,18884
"c(-94.019386, 36.0157494)",Elkins,Arkansas,AR,NA,2648
"c(-91.9690144, 34.5461035)",England,Arkansas,AR,Lonoke,2825
"c(-94.2524659, 36.0365815)",Farmington,Arkansas,AR,Washington,5974
"c(-94.1665396, 36.0715607)",Fayetteville,Arkansas,AR,Washington,73580
"c(-92.4175657, 33.8181171)",Fordyce,Arkansas,AR,Dallas,4300
"c(-90.7874286, 35.0100787)",Forrest City,Arkansas,AR,St Francis,15371
"c(-94.370883, 35.3492757)",Fort Smith,Arkansas,AR,Sebastian,86209
"c(-94.4904636, 36.2585494)",Gentry,Arkansas,AR,NA,3158
"c(-89.9684565, 35.9647445)",Gosnell,Arkansas,AR,Mississippi,3548
"c(-93.4279688, 36.3343888)",Green Forest,Arkansas,AR,Carroll,2761
"c(-92.3834435, 35.2288209)",Greenbrier,Arkansas,AR,Faulkner,4706
"c(-94.238007, 35.2113886)",Greenwood,Arkansas,AR,Sebastian,8952
"c(-91.7973896, 33.2249951)",Hamburg,Arkansas,AR,Ashley,2857
"c(-93.1198264, 36.2421832)",Harrison,Arkansas,AR,Boone,12943
"c(-92.6418606, 34.5092384)",Haskell,Arkansas,AR,Saline,3990
"c(-92.0332999, 35.5005035)",Heber Springs,Arkansas,AR,Cleburne,7165
"c(-90.6205704, 34.5335478)",Helena-West Helena,Arkansas,AR,Phillips,12282
"c(-93.5911631, 33.6676115)",Hope,Arkansas,AR,Hempstead,10095
"c(-93.050809, 34.491992)",Hot Springs,Arkansas,AR,Garland,35193
"c(-90.9735456, 36.0364997)",Hoxie,Arkansas,AR,Lawrence,2780
"c(-92.1321856, 34.8784551)",Jacksonville,Arkansas,AR,Pulaski,28364
"c(-94.1739152, 36.1253555)",Johnson,Arkansas,AR,NA,3354
"c(-90.6790501, 35.8197327)",Jonesboro,Arkansas,AR,Craighead,67263
"c(-91.2852114, 33.3290159)",Lake Village,Arkansas,AR,Chicot,2575
"c(-94.1367658, 36.386245)",Little Flock,Arkansas,AR,Benton,2585
"c(-92.358556, 34.7254318)",Little Rock,Arkansas,AR,Pulaski,193524
"c(-91.9073666, 34.7907917)",Lonoke,Arkansas,AR,Lonoke,4245
"c(-94.1533564, 36.2558548)",Lowell,Arkansas,AR,Benton,7327
"c(-93.2262473, 33.2766975)",Magnolia,Arkansas,AR,Columbia,11577
"c(-92.8198381, 34.3696327)",Malvern,Arkansas,AR,Hot Spring,10318
"c(-90.164175, 35.884495)",Manila,Arkansas,AR,Mississippi,3342
"c(-90.7674235, 34.7736818)",Marianna,Arkansas,AR,Lee,4115
"c(-90.2044365, 35.2020955)",Marion,Arkansas,AR,Crittenden,12345
"c(-90.4267946, 35.5278166)",Marked Tree,Arkansas,AR,Poinsett,2566
"c(-92.3999949, 34.8523437)",Maumelle,Arkansas,AR,Pulaski,17163
"c(-91.395599, 33.6279487)",Mcgehee,Arkansas,AR,Desha,4219
"c(-94.237096, 34.5808341)",Mena,Arkansas,AR,Polk,5737
"c(-91.7937121, 33.6247683)",Monticello,Arkansas,AR,Drew,9467
"c(-92.7389325, 35.1554561)",Morrilton,Arkansas,AR,Conway,6767
"c(-92.3846265, 36.3344985)",Mountain Home,Arkansas,AR,Baxter,12448
"c(-92.1020116, 35.8679172)",Mountain View,Arkansas,AR,Stone,2748
"c(-93.8516687, 33.9408851)",Nashville,Arkansas,AR,Howard,4627
"c(-91.234721, 35.6268002)",Newport,Arkansas,AR,Jackson,7879
"c(-92.2349374, 34.7818729)",North Little Rock,Arkansas,AR,Pulaski,62304
"c(-89.9929334, 35.6946673)",Osceola,Arkansas,AR,Mississippi,7757
"c(-93.8428007, 35.4994402)",Ozark,Arkansas,AR,Franklin,3684
"c(-90.5147188, 36.0556512)",Paragould,Arkansas,AR,Greene,26113
"c(-93.7226106, 35.289641)",Paris,Arkansas,AR,Logan,3532
"c(-94.1208075, 36.446651)",Pea Ridge,Arkansas,AR,NA,4794
"c(-90.2015272, 36.3853466)",Piggott,Arkansas,AR,Clay,3849
"c(-92.0175552, 34.2115909)",Pine Bluff,Arkansas,AR,Jefferson,49083
"c(-90.9702311, 36.2635705)",Pocahontas,Arkansas,AR,Randolph,6608
"c(-93.0614076, 35.2322415)",Pottsville,Arkansas,AR,NA,2838
"c(-94.3033937, 35.986081)",Prairie Grove,Arkansas,AR,Washington,4380
"c(-93.391207, 33.8043202)",Prescott,Arkansas,AR,Nevada,3296
"c(-94.1546179, 36.3159748)",Rogers,Arkansas,AR,Benton,55964
"c(-93.138762, 35.2763819)",Russellville,Arkansas,AR,Pope,27920
"c(-91.7352233, 35.2411343)",Searcy,Arkansas,AR,White,22858
"c(-92.40091, 34.6195268)",Shannon Hills,Arkansas,AR,NA,3143
"c(-92.4430453, 34.3215977)",Sheridan,Arkansas,AR,Grant,4603
"c(-92.202259, 34.8456012)",Sherwood,Arkansas,AR,Pulaski,29523
"c(-94.5322149, 36.1836629)",Siloam Springs,Arkansas,AR,Benton,15039
"c(-94.15304, 36.1865491)",Springdale,Arkansas,AR,Washington,69797
"c(-91.5483567, 34.4958054)",Stuttgart,Arkansas,AR,Arkansas,9326
"c(-93.9871163, 33.4363425)",Texarkana,Arkansas,AR,Miller,29919
"c(-90.5229653, 35.6763671)",Trumann,Arkansas,AR,Poinsett,7243
"c(-94.3530102, 35.4465424)",Van Buren,Arkansas,AR,Crawford,22791
"c(-92.2155074, 35.0787202)",Vilonia,Arkansas,AR,NA,3815
"c(-94.0927648, 34.9010551)",Waldron,Arkansas,AR,Scott,3618
"c(-90.9465576, 36.0842614)",Walnut Ridge,Arkansas,AR,Lawrence,4890
"c(-91.9573804, 35.0130141)",Ward,Arkansas,AR,Lonoke,4067
"c(-92.067718, 33.6118293)",Warren,Arkansas,AR,Bradley,6003
"c(-90.1996375, 35.1494369)",West Memphis,Arkansas,AR,Crittenden,26245
"c(-92.100649, 34.2751794)",White Hall,Arkansas,AR,Jefferson,5526
"c(-90.7892402, 35.2329995)",Wynne,Arkansas,AR,Cross,8367
"c(-111.5353462, 33.3983136)",Apache Junction,Arizona,AZ,Pinal,35840
"c(-112.3290768, 33.3130406)",Avondale,Arizona,AZ,Maricopa,76238
"c(-110.3285517, 31.9144969)",Benson,Arizona,AZ,Cochise,5105
"c(-109.931834, 31.3980355)",Bisbee,Arizona,AZ,Cochise,5575
"c(-112.6471382, 33.4301183)",Buckeye,Arizona,AZ,Maricopa,50876
"c(-114.5611485, 35.129773)",Bullhead City,Arizona,AZ,Mohave,39540
"c(-111.8570144, 34.5694047)",Camp Verde,Arizona,AZ,Yavapai,10873
"c(-111.9141463, 33.8230726)",Carefree,Arizona,AZ,Maricopa,3363
"c(-111.7621206, 32.9071111)",Casa Grande,Arizona,AZ,Pinal,48571
"c(-111.9821914, 33.8362048)",Cave Creek,Arizona,AZ,Maricopa,5015
"c(-111.8549429, 33.2828736)",Chandler,Arizona,AZ,Maricopa,236123
"c(-112.4060636, 34.7398838)",Chino Valley,Arizona,AZ,Yavapai,10817
"c(-112.0585591, 34.7481952)",Clarkdale,Arizona,AZ,Yavapai,4097
"c(-109.2839871, 33.0295022)",Clifton,Arizona,AZ,Graham,3311
"c(-112.9853115, 36.9701089)",Colorado City,Arizona,AZ,Mohave,4821
"c(-111.5275182, 32.9596181)",Coolidge,Arizona,AZ,Pinal,11825
"c(-112.0012524, 34.7197469)",Cottonwood,Arizona,AZ,Yavapai,11265
"c(-112.2497709, 34.517439)",Dewey-Humboldt,Arizona,AZ,NA,3894
"c(-109.5412921, 31.3992737)",Douglas,Arizona,AZ,Cochise,17378
"c(-109.2948632, 34.1049456)",Eagar,Arizona,AZ,Apache,4885
"c(-112.3271019, 33.5902244)",El Mirage,Arizona,AZ,Maricopa,31797
"c(-111.59848, 32.7431116)",Eloy,Arizona,AZ,Pinal,16631
"c(-111.6207262, 35.1852172)",Flagstaff,Arizona,AZ,Coconino,65870
"c(-111.4127847, 33.0515166)",Florence,Arizona,AZ,Pinal,25536
"c(-111.7370151, 33.6067009)",Fountain Hills,Arizona,AZ,Maricopa,22489
"c(-111.7421907, 33.3102088)",Gilbert,Arizona,AZ,Maricopa,208453
"c(-112.1899006, 33.5331113)",Glendale,Arizona,AZ,Maricopa,226721
"c(-110.7483307, 33.3909217)",Globe,Arizona,AZ,Gila,7532
"c(-112.3664724, 33.2540305)",Goodyear,Arizona,AZ,Maricopa,65275
"c(-111.9630575, 33.3663619)",Guadalupe,Arizona,AZ,Maricopa,5523
"c(-110.1672096, 34.9046242)",Holbrook,Arizona,AZ,Navajo,5053
"c(-114.0167338, 35.2168025)",Kingman,Arizona,AZ,Mohave,28068
"c(-114.3148527, 34.5015758)",Lake Havasu City,Arizona,AZ,Mohave,52527
"c(-112.3594696, 33.5017614)",Litchfield Park,Arizona,AZ,Maricopa,5476
"c(-111.1390156, 32.4653959)",Marana,Arizona,AZ,Pima,34961
"c(-112.0154847, 33.0454874)",Maricopa,Arizona,AZ,NA,43482
"c(-111.7173787, 33.4019259)",Mesa,Arizona,AZ,Maricopa,439041
"c(-110.9335381, 31.362463)",Nogales,Arizona,AZ,Santa Cruz,20837
"c(-110.9762349, 32.4220943)",Oro Valley,Arizona,AZ,Pima,41011
"c(-111.4608672, 36.902769)",Page,Arizona,AZ,Coconino,7247
"c(-111.9608453, 33.5521565)",Paradise Valley,Arizona,AZ,Maricopa,12820
"c(-114.2264235, 34.0423319)",Parker,Arizona,AZ,La Paz,3083
"c(-111.3188096, 34.2439048)",Payson,Arizona,AZ,Gila,15301
"c(-112.3110998, 33.7877083)",Peoria,Arizona,AZ,Maricopa,154065
"c(-112.0879662, 33.5721625)",Phoenix,Arizona,AZ,Maricopa,1445632
"c(-109.9674866, 34.151486)",Pinetop-Lakeside,Arizona,AZ,Navajo,4282
"c(-112.448176, 34.5793756)",Prescott,Arizona,AZ,Yavapai,39843
"c(-112.3155606, 34.5976889)",Prescott Valley,Arizona,AZ,Yavapai,38822
"c(-114.2175043, 33.6669764)",Quartzsite,Arizona,AZ,La Paz,3677
"c(-111.6402834, 33.2411825)",Queen Creek,Arizona,AZ,Maricopa,26361
"c(-109.7012327, 32.8321061)",Safford,Arizona,AZ,Graham,9566
"c(-110.9651544, 31.9318944)",Sahuarita,Arizona,AZ,Pima,25259
"c(-109.3769034, 34.5000652)",Saint Johns,Arizona,AZ,Apache,3480
"c(-114.7241422, 32.4864341)",San Luis,Arizona,AZ,Yuma,25505
"c(-111.8236822, 33.6687267)",Scottsdale,Arizona,AZ,Maricopa,217385
"c(-111.7949326, 34.8573235)",Sedona,Arizona,AZ,Coconino,10031
"c(-110.0311234, 34.2368148)",Show Low,Arizona,AZ,Navajo,10660
"c(-110.3145084, 31.5654097)",Sierra Vista,Arizona,AZ,Cochise,43888
"c(-110.0899881, 34.5189724)",Snowflake,Arizona,AZ,Navajo,5590
"c(-114.7020945, 32.6077678)",Somerton,Arizona,AZ,Yuma,14287
"c(-110.9690921, 32.1954585)",South Tucson,Arizona,AZ,Pima,5652
"c(-111.1102997, 33.2851465)",Superior,Arizona,AZ,Pinal,2837
"c(-112.4526742, 33.6706117)",Surprise,Arizona,AZ,Maricopa,117517
"c(-110.0985336, 34.4427484)",Taylor,Arizona,AZ,Navajo,4112
"c(-111.9317823, 33.3884143)",Tempe,Arizona,AZ,Maricopa,161719
"c(-109.7431787, 32.8492922)",Thatcher,Arizona,AZ,Graham,4865
"c(-112.2561842, 33.448366)",Tolleson,Arizona,AZ,Maricopa,6545
"c(-110.8710622, 32.1542888)",Tucson,Arizona,AZ,Pima,520116
"c(-114.2140005, 32.6399952)",Wellton,Arizona,AZ,NA,2882
"c(-112.7526722, 33.9703929)",Wickenburg,Arizona,AZ,Maricopa,6363
"c(-109.8357344, 32.2516458)",Willcox,Arizona,AZ,Cochise,3757
"c(-112.1830856, 35.2482737)",Williams,Arizona,AZ,Coconino,3023
"c(-110.7092987, 35.0250167)",Winslow,Arizona,AZ,Navajo,9655
"c(-112.304916, 33.5849687)",Youngtown,Arizona,AZ,Maricopa,6156
"c(-114.5218113, 32.5162613)",Yuma,Arizona,AZ,Yuma,93064
"c(-117.4428634, 34.5859751)",Adelanto,California,CA,San Bernardino,31765
"c(-118.7639169, 34.1489245)",Agoura Hills,California,CA,Los Angeles,20330
"c(-122.241704, 37.765942)",Alameda,California,CA,Alameda,73812
"c(-122.297759, 37.888355)",Albany,California,CA,Alameda,18539
"c(-118.1364436, 34.0835711)",Alhambra,California,CA,Los Angeles,83089
"c(-117.7299518, 33.577933)",Aliso Viejo,California,CA,NA,47823
"c(-120.5466635, 41.4920399)",Alturas,California,CA,Modoc,2827
"c(-122.260201, 38.1754653)",American Canyon,California,CA,Napa,19454
"c(-117.7600707, 33.8554971)",Anaheim,California,CA,Orange,336265
"c(-122.2963035, 40.450596)",Anderson,California,CA,Shasta,9932
"c(-120.5517286, 38.0710375)",Angels,California,CA,Calaveras,3836
"c(-121.7976176, 37.977541)",Antioch,California,CA,Contra Costa,102372
"c(-117.2103584, 34.5333761)",Apple Valley,California,CA,San Bernardino,69135
"c(-118.0363467, 34.1326887)",Arcadia,California,CA,Los Angeles,56364
"c(-124.0749576, 40.8622862)",Arcata,California,CA,Humboldt,17231
"c(-120.5848465, 35.1243109)",Arroyo Grande,California,CA,San Luis Obispo,17252
"c(-118.0806353, 33.8675926)",Artesia,California,CA,Los Angeles,16522
"c(-118.8305687, 35.1943611)",Arvin,California,CA,Kern,19304
"c(-120.6896747, 35.4858209)",Atascadero,California,CA,San Luis Obispo,28310
