state,date,cases,deaths,active,recovered
Beijing,2020-04-07,587,8,131,448
Beijing,2020-04-08,588,8,125,455
Beijing,2020-04-09,588,8,116,464
Beijing,2020-04-10,588,8,111,469
Beijing,2020-04-11,589,8,107,474
Beijing,2020-04-12,589,8,102,479
Beijing,2020-04-13,589,8,97,484
Beijing,2020-04-14,589,8,90,491
Beijing,2020-04-15,590,8,87,495
Beijing,2020-04-16,593,8,82,503
Beijing,2020-04-17,593,8,76,509
Beijing,2020-04-18,593,8,76,509
Beijing,2020-04-19,593,8,75,510
Beijing,2020-04-20,593,8,71,514
Beijing,2020-04-21,593,8,69,516
Beijing,2020-04-22,593,8,67,518
Beijing,2020-04-23,593,8,61,524
Beijing,2020-04-24,593,8,60,525
Beijing,2020-04-25,593,8,60,525
Beijing,2020-04-26,593,9,59,525
Beijing,2020-04-27,593,9,48,536
Beijing,2020-04-28,593,9,46,538
Beijing,2020-04-29,593,9,42,542
Beijing,2020-04-30,593,9,37,547
Beijing,2020-05-01,593,9,37,547
Beijing,2020-05-02,593,9,37,547
Beijing,2020-05-03,593,9,31,553
Beijing,2020-05-04,593,9,30,554
Beijing,2020-05-05,593,9,29,555
Beijing,2020-05-06,593,9,27,557
Beijing,2020-05-07,593,9,24,560
Beijing,2020-05-08,593,9,24,560
Beijing,2020-05-09,593,9,19,565
Beijing,2020-05-10,593,9,16,568
Beijing,2020-05-11,593,9,13,571
Beijing,2020-05-12,593,9,11,573
Beijing,2020-05-13,593,9,10,574
Beijing,2020-05-14,593,9,10,574
Beijing,2020-05-15,593,9,8,576
Beijing,2020-05-16,593,9,7,577
Beijing,2020-05-17,593,9,6,578
Beijing,2020-05-18,593,9,6,578
Beijing,2020-05-19,593,9,6,578
Beijing,2020-05-20,593,9,6,578
Beijing,2020-05-21,593,9,6,578
Beijing,2020-05-22,593,9,5,579
Beijing,2020-05-23,593,9,3,581
Beijing,2020-05-24,593,9,3,581
Beijing,2020-05-25,593,9,3,581
Beijing,2020-05-26,593,9,3,581
Beijing,2020-05-27,593,9,3,581
Beijing,2020-05-28,593,9,3,581
Beijing,2020-05-29,593,9,3,581
Beijing,2020-05-30,593,9,3,581
Beijing,2020-05-31,593,9,3,581
Beijing,2020-06-01,593,9,3,581
Beijing,2020-06-02,593,9,3,581
Beijing,2020-06-03,594,9,2,583
Beijing,2020-06-04,594,9,2,583
Beijing,2020-06-05,594,9,2,583
Beijing,2020-06-06,594,9,2,583
Beijing,2020-06-07,594,9,2,583
Beijing,2020-06-08,594,9,1,584
Beijing,2020-06-09,594,9,1,584
Beijing,2020-06-10,594,9,1,584
Beijing,2020-06-11,595,9,2,584
Beijing,2020-06-12,601,9,8,584
Beijing,2020-06-13,637,9,44,584
Beijing,2020-06-14,673,9,80,584
Beijing,2020-06-15,700,9,107,584
Beijing,2020-06-16,731,9,138,584
Beijing,2020-06-17,752,9,159,584
Beijing,2020-06-18,777,9,184,584
Beijing,2020-06-19,777,9,184,584
Beijing,2020-06-20,821,9,228,584
Beijing,2020-06-21,830,9,237,584
Beijing,2020-06-22,843,9,250,584
Beijing,2020-06-23,850,9,257,584
Beijing,2020-06-24,863,9,270,584
Beijing,2020-06-25,874,9,280,585
Beijing,2020-06-26,891,9,297,585
Beijing,2020-06-27,905,9,311,585
Beijing,2020-06-28,912,9,318,585
Beijing,2020-06-29,919,9,324,586
Beijing,2020-06-30,922,9,326,587
Beijing,2020-07-01,923,9,325,589
Beijing,2020-07-02,925,9,324,592
Beijing,2020-07-03,926,9,323,594
Beijing,2020-07-04,928,9,324,595
Beijing,2020-07-05,929,9,324,596
Beijing,2020-07-06,929,9,324,596
Beijing,2020-07-07,929,9,307,613
Beijing,2020-07-08,929,9,275,645
Beijing,2020-07-09,929,9,275,645
Beijing,2020-07-10,929,9,275,645
Chongqing,2020-01-22,6,0,6,0
Chongqing,2020-01-23,9,0,9,0
Chongqing,2020-01-24,27,0,27,0
Chongqing,2020-01-25,57,0,57,0
Chongqing,2020-01-26,75,0,75,0
Chongqing,2020-01-27,110,0,110,0
Chongqing,2020-01-28,132,0,132,0
Chongqing,2020-01-29,147,0,146,1
Chongqing,2020-01-30,182,0,181,1
Chongqing,2020-01-31,211,0,210,1
Chongqing,2020-02-01,247,1,243,3
Chongqing,2020-02-02,300,2,291,7
Chongqing,2020-02-03,337,2,326,9
Chongqing,2020-02-04,366,2,355,9
Chongqing,2020-02-05,389,2,372,15
Chongqing,2020-02-06,411,2,385,24
Chongqing,2020-02-07,426,2,393,31
Chongqing,2020-02-08,428,2,387,39
Chongqing,2020-02-09,468,2,415,51
Chongqing,2020-02-10,486,2,418,66
Chongqing,2020-02-11,505,3,423,79
Chongqing,2020-02-12,518,3,413,102
Chongqing,2020-02-13,529,4,397,128
Chongqing,2020-02-14,537,5,380,152
Chongqing,2020-02-15,544,5,355,184
Chongqing,2020-02-16,551,5,339,207
Chongqing,2020-02-17,553,5,323,225
Chongqing,2020-02-18,555,5,296,254
Chongqing,2020-02-19,560,5,281,274
Chongqing,2020-02-20,567,6,262,299
Chongqing,2020-02-21,572,6,250,316
Chongqing,2020-02-22,573,6,239,328
Chongqing,2020-02-23,575,6,234,335
Chongqing,2020-02-24,576,6,221,349
Chongqing,2020-02-25,576,6,198,372
Chongqing,2020-02-26,576,6,186,384
Chongqing,2020-02-27,576,6,169,401
Chongqing,2020-02-28,576,6,148,422
Chongqing,2020-02-29,576,6,132,438
Chongqing,2020-03-01,576,6,120,450
Chongqing,2020-03-02,576,6,101,469
Chongqing,2020-03-03,576,6,80,490
Chongqing,2020-03-04,576,6,68,502
Chongqing,2020-03-05,576,6,58,512
Chongqing,2020-03-06,576,6,57,513
Chongqing,2020-03-07,576,6,44,526
Chongqing,2020-03-08,576,6,43,527
Chongqing,2020-03-09,576,6,28,542
Chongqing,2020-03-10,576,6,23,547
Chongqing,2020-03-11,576,6,16,554
Chongqing,2020-03-12,576,6,6,564
Chongqing,2020-03-13,576,6,4,566
Chongqing,2020-03-14,576,6,1,569
Chongqing,2020-03-15,576,6,0,570
Chongqing,2020-03-16,576,6,0,570
Chongqing,2020-03-17,576,6,0,570
Chongqing,2020-03-18,576,6,0,570
Chongqing,2020-03-19,576,6,0,570
Chongqing,2020-03-20,576,6,0,570
Chongqing,2020-03-21,576,6,0,570
Chongqing,2020-03-22,577,6,1,570
Chongqing,2020-03-23,578,6,2,570
Chongqing,2020-03-24,578,6,2,570
Chongqing,2020-03-25,578,6,2,570
Chongqing,2020-03-26,578,6,2,570
Chongqing,2020-03-27,578,6,2,570
Chongqing,2020-03-28,578,6,2,570
Chongqing,2020-03-29,579,6,3,570
Chongqing,2020-03-30,579,6,3,570
Chongqing,2020-03-31,579,6,3,570
Chongqing,2020-04-01,579,6,3,570
Chongqing,2020-04-02,579,6,3,570
Chongqing,2020-04-03,579,6,3,570
Chongqing,2020-04-04,579,6,3,570
Chongqing,2020-04-05,579,6,3,570
Chongqing,2020-04-06,579,6,3,570
Chongqing,2020-04-07,579,6,3,570
Chongqing,2020-04-08,579,6,3,570
Chongqing,2020-04-09,579,6,3,570
Chongqing,2020-04-10,579,6,3,570
Chongqing,2020-04-11,579,6,3,570
Chongqing,2020-04-12,579,6,3,570
Chongqing,2020-04-13,579,6,3,570
Chongqing,2020-04-14,579,6,3,570
Chongqing,2020-04-15,579,6,3,570
Chongqing,2020-04-16,579,6,3,570
Chongqing,2020-04-17,579,6,3,570
Chongqing,2020-04-18,579,6,3,570
Chongqing,2020-04-19,579,6,3,570
Chongqing,2020-04-20,579,6,3,570
Chongqing,2020-04-21,579,6,3,570
Chongqing,2020-04-22,579,6,3,570
Chongqing,2020-04-23,579,6,0,573
Chongqing,2020-04-24,579,6,0,573
Chongqing,2020-04-25,579,6,0,573
Chongqing,2020-04-26,579,6,0,573
Chongqing,2020-04-27,579,6,0,573
Chongqing,2020-04-28,579,6,0,573
Chongqing,2020-04-29,579,6,0,573
Chongqing,2020-04-30,579,6,0,573
Chongqing,2020-05-01,579,6,0,573
Chongqing,2020-05-02,579,6,0,573
Chongqing,2020-05-03,579,6,0,573
Chongqing,2020-05-04,579,6,0,573
Chongqing,2020-05-05,579,6,0,573
Chongqing,2020-05-06,579,6,0,573
Chongqing,2020-05-07,579,6,0,573
Chongqing,2020-05-08,579,6,0,573
Chongqing,2020-05-09,579,6,0,573
Chongqing,2020-05-10,579,6,0,573
Chongqing,2020-05-11,579,6,0,573
Chongqing,2020-05-12,579,6,0,573
Chongqing,2020-05-13,579,6,0,573
Chongqing,2020-05-14,579,6,0,573
Chongqing,2020-05-15,579,6,0,573
Chongqing,2020-05-16,579,6,0,573
Chongqing,2020-05-17,579,6,0,573
Chongqing,2020-05-18,579,6,0,573
Chongqing,2020-05-19,579,6,0,573
Chongqing,2020-05-20,579,6,0,573
Chongqing,2020-05-21,579,6,0,573
Chongqing,2020-05-22,579,6,0,573
Chongqing,2020-05-23,579,6,0,573
Chongqing,2020-05-24,579,6,0,573
Chongqing,2020-05-25,579,6,0,573
Chongqing,2020-05-26,579,6,0,573
Chongqing,2020-05-27,579,6,0,573
Chongqing,2020-05-28,579,6,0,573
Chongqing,2020-05-29,579,6,0,573
Chongqing,2020-05-30,579,6,0,573
Chongqing,2020-05-31,579,6,0,573
Chongqing,2020-06-01,579,6,0,573
Chongqing,2020-06-02,579,6,0,573
Chongqing,2020-06-03,579,6,0,573
Chongqing,2020-06-04,579,6,0,573
Chongqing,2020-06-05,579,6,0,573
Chongqing,2020-06-06,579,6,0,573
Chongqing,2020-06-07,579,6,0,573
Chongqing,2020-06-08,579,6,0,573
Chongqing,2020-06-09,579,6,0,573
Chongqing,2020-06-10,579,6,0,573
Chongqing,2020-06-11,579,6,0,573
Chongqing,2020-06-12,579,6,0,573
Chongqing,2020-06-13,580,6,1,573
Chongqing,2020-06-14,582,6,3,573
Chongqing,2020-06-15,582,6,3,573
Chongqing,2020-06-16,582,6,3,573
Chongqing,2020-06-17,582,6,3,573
Chongqing,2020-06-18,582,6,3,573
Chongqing,2020-06-19,582,6,3,573
Chongqing,2020-06-20,582,6,3,573
Chongqing,2020-06-21,582,6,3,573
Chongqing,2020-06-22,582,6,3,573
Chongqing,2020-06-23,582,6,3,573
Chongqing,2020-06-24,582,6,3,573
Chongqing,2020-06-25,582,6,3,573
Chongqing,2020-06-26,582,6,3,573
Chongqing,2020-06-27,582,6,3,573
Chongqing,2020-06-28,582,6,3,573
Chongqing,2020-06-29,582,6,3,573
Chongqing,2020-06-30,582,6,3,573
Chongqing,2020-07-01,582,6,3,573
Chongqing,2020-07-02,582,6,2,574
Chongqing,2020-07-03,582,6,2,574
Chongqing,2020-07-04,582,6,2,574
Chongqing,2020-07-05,582,6,2,574
Chongqing,2020-07-06,582,6,2,574
Chongqing,2020-07-07,582,6,2,574
Chongqing,2020-07-08,582,6,1,575
Chongqing,2020-07-09,582,6,1,575
Chongqing,2020-07-10,582,6,1,575
Fujian,2020-01-22,1,0,1,0
Fujian,2020-01-23,5,0,5,0
Fujian,2020-01-24,10,0,10,0
Fujian,2020-01-25,18,0,18,0
Fujian,2020-01-26,35,0,35,0
Fujian,2020-01-27,59,0,59,0
Fujian,2020-01-28,80,0,80,0
Fujian,2020-01-29,84,0,84,0
Fujian,2020-01-30,101,0,101,0
Fujian,2020-01-31,120,0,120,0
Fujian,2020-02-01,144,0,144,0
Fujian,2020-02-02,159,0,159,0
Fujian,2020-02-03,179,0,178,1
Fujian,2020-02-04,194,0,191,3
Fujian,2020-02-05,205,0,194,11
Fujian,2020-02-06,215,0,201,14
Fujian,2020-02-07,224,0,204,20
Fujian,2020-02-08,239,0,215,24
Fujian,2020-02-09,250,0,215,35
Fujian,2020-02-10,261,0,222,39
Fujian,2020-02-11,267,0,222,45
Fujian,2020-02-12,272,0,219,53
Fujian,2020-02-13,279,0,222,57
Fujian,2020-02-14,281,0,218,63
Fujian,2020-02-15,285,0,214,71
Fujian,2020-02-16,287,0,205,82
Fujian,2020-02-17,290,0,200,90
Fujian,2020-02-18,292,0,199,93
Fujian,2020-02-19,293,0,181,112
Fujian,2020-02-20,293,1,166,126
Fujian,2020-02-21,293,1,143,149
Fujian,2020-02-22,293,1,130,162
Fujian,2020-02-23,293,1,122,170
Fujian,2020-02-24,293,1,109,183
Fujian,2020-02-25,294,1,94,199
Fujian,2020-02-26,294,1,75,218
Fujian,2020-02-27,296,1,67,228
Fujian,2020-02-28,296,1,60,235
Fujian,2020-02-29,296,1,52,243
Fujian,2020-03-01,296,1,48,247
Fujian,2020-03-02,296,1,40,255
Fujian,2020-03-03,296,1,35,260
Fujian,2020-03-04,296,1,25,270
Fujian,2020-03-05,296,1,18,277
Fujian,2020-03-06,296,1,11,284
Fujian,2020-03-07,296,1,0,295
Fujian,2020-03-08,296,1,0,295
Fujian,2020-03-09,296,1,0,295
Fujian,2020-03-10,296,1,0,295
Fujian,2020-03-11,296,1,0,295
Fujian,2020-03-12,296,1,0,295
Fujian,2020-03-13,296,1,0,295
Fujian,2020-03-14,296,1,0,295
Fujian,2020-03-15,296,1,0,295
Fujian,2020-03-16,296,1,0,295
Fujian,2020-03-17,296,1,0,295
Fujian,2020-03-18,296,1,0,295
Fujian,2020-03-19,296,1,0,295
Fujian,2020-03-20,299,1,3,295
Fujian,2020-03-21,303,1,7,295
Fujian,2020-03-22,313,1,17,295
Fujian,2020-03-23,313,1,17,295
Fujian,2020-03-24,318,1,22,295
Fujian,2020-03-25,322,1,26,295
Fujian,2020-03-26,328,1,32,295
Fujian,2020-03-27,331,1,35,295
Fujian,2020-03-28,337,1,41,295
Fujian,2020-03-29,338,1,42,295
Fujian,2020-03-30,340,1,44,295
Fujian,2020-03-31,343,1,47,295
Fujian,2020-04-01,345,1,46,298
Fujian,2020-04-02,345,1,45,299
Fujian,2020-04-03,349,1,48,300
Fujian,2020-04-04,350,1,48,301
Fujian,2020-04-05,350,1,46,303
Fujian,2020-04-06,350,1,44,305
Fujian,2020-04-07,351,1,45,305
Fujian,2020-04-08,351,1,42,308
Fujian,2020-04-09,351,1,42,308
Fujian,2020-04-10,351,1,39,311
Fujian,2020-04-11,351,1,33,317
Fujian,2020-04-12,352,1,30,321
Fujian,2020-04-13,352,1,26,325
Fujian,2020-04-14,353,1,23,329
Fujian,2020-04-15,353,1,21,331
Fujian,2020-04-16,353,1,19,333
Fujian,2020-04-17,354,1,19,334
Fujian,2020-04-18,355,1,18,336
Fujian,2020-04-19,355,1,15,339
Fujian,2020-04-20,355,1,15,339
Fujian,2020-04-21,355,1,13,341
Fujian,2020-04-22,355,1,12,342
Fujian,2020-04-23,355,1,8,346
Fujian,2020-04-24,355,1,5,349
Fujian,2020-04-25,355,1,5,349
Fujian,2020-04-26,355,1,5,349
Fujian,2020-04-27,355,1,5,349
Fujian,2020-04-28,355,1,2,352
Fujian,2020-04-29,355,1,1,353
Fujian,2020-04-30,356,1,2,353
Fujian,2020-05-01,356,1,2,353
Fujian,2020-05-02,356,1,2,353
Fujian,2020-05-03,356,1,2,353
Fujian,2020-05-04,356,1,2,353
Fujian,2020-05-05,356,1,2,353
Fujian,2020-05-06,356,1,1,354
Fujian,2020-05-07,356,1,1,354
Fujian,2020-05-08,356,1,1,354
Fujian,2020-05-09,356,1,1,354
Fujian,2020-05-10,356,1,1,354
Fujian,2020-05-11,356,1,1,354
Fujian,2020-05-12,356,1,1,354
Fujian,2020-05-13,356,1,1,354
Fujian,2020-05-14,356,1,0,355
Fujian,2020-05-15,356,1,0,355
Fujian,2020-05-16,356,1,0,355
Fujian,2020-05-17,356,1,0,355
Fujian,2020-05-18,356,1,0,355
Fujian,2020-05-19,356,1,0,355
Fujian,2020-05-20,356,1,0,355
Fujian,2020-05-21,356,1,0,355
Fujian,2020-05-22,356,1,0,355
Fujian,2020-05-23,356,1,0,355
Fujian,2020-05-24,356,1,0,355
Fujian,2020-05-25,357,1,1,355
Fujian,2020-05-26,357,1,1,355
Fujian,2020-05-27,358,1,2,355
Fujian,2020-05-28,358,1,2,355
Fujian,2020-05-29,358,1,2,355
Fujian,2020-05-30,358,1,2,355
Fujian,2020-05-31,358,1,2,355
Fujian,2020-06-01,358,1,1,356
Fujian,2020-06-02,358,1,1,356
Fujian,2020-06-03,358,1,1,356
Fujian,2020-06-04,358,1,1,356
Fujian,2020-06-05,358,1,1,356
Fujian,2020-06-06,359,1,2,356
Fujian,2020-06-07,359,1,2,356
Fujian,2020-06-08,359,1,2,356
Fujian,2020-06-09,359,1,2,356
Fujian,2020-06-10,360,1,3,356
Fujian,2020-06-11,361,1,4,356
Fujian,2020-06-12,361,1,4,356
Fujian,2020-06-13,361,1,4,356
Fujian,2020-06-14,362,1,5,356
Fujian,2020-06-15,362,1,5,356
Fujian,2020-06-16,362,1,5,356
Fujian,2020-06-17,362,1,5,356
Fujian,2020-06-18,362,1,4,357
Fujian,2020-06-19,362,1,4,357
Fujian,2020-06-20,363,1,5,357
Fujian,2020-06-21,363,1,5,357
Fujian,2020-06-22,363,1,5,357
Fujian,2020-06-23,363,1,5,357
Fujian,2020-06-24,363,1,5,357
Fujian,2020-06-25,363,1,5,357
Fujian,2020-06-26,363,1,5,357
Fujian,2020-06-27,363,1,5,357
Fujian,2020-06-28,363,1,5,357
Fujian,2020-06-29,363,1,5,357
Fujian,2020-06-30,363,1,3,359
Fujian,2020-07-01,363,1,3,359
Fujian,2020-07-02,363,1,3,359
Fujian,2020-07-03,363,1,2,360
Fujian,2020-07-04,363,1,2,360
Fujian,2020-07-05,363,1,2,360
Fujian,2020-07-06,363,1,2,360
Fujian,2020-07-07,363,1,2,360
Fujian,2020-07-08,363,1,2,360
Fujian,2020-07-09,363,1,2,360
Fujian,2020-07-10,363,1,2,360
Gansu,2020-01-22,0,0,0,0
Gansu,2020-01-23,2,0,2,0
Gansu,2020-01-24,2,0,2,0
Gansu,2020-01-25,4,0,4,0
Gansu,2020-01-26,7,0,7,0
